id,name,position,team,pace,stamina,strength,short_passing,long_passing,vision,finishing,shot_power,dribbling,ball_control,tackling,interceptions,blocking,positioning,reflexes,handling,gk_positioning
2286,Alex Scott,MD,Bournemouth,75,80,50,89,66,71,50,50,50,50,50,66,50,56,50,50,50
2287,Simone Scuffet,GK,Cagliari,56,80,50,98,49,50,30,50,40,50,50,50,50,58,80,80,80
2288,Jérémy Sebas,AT,Strasbourg,70,83,50,73,50,53,60,50,60,50,50,50,50,54,50,50,50
2289,Aleksandar Sedlar,DF,Alavés,66,87,50,86,65,50,50,50,50,50,60,64,60,62,50,50,50
2290,Jacopo Seghetti,GK,Empoli,49,73,50,100,40,50,30,50,40,50,50,50,50,50,80,80,80
2291,Alidu Seidu,DF,Rennes,64,88,50,91,54,65,50,50,50,50,60,78,60,67,50,50,50
2292,Nicolas Seiwald,MD,RB Leipzig,83,92,50,91,60,92,50,50,50,50,50,100,50,100,50,50,50
2293,Hiroki Sekine,DF,Reims,80,83,50,96,55,53,50,50,50,50,60,60,60,59,50,50,50
2294,Matz Sels,GK,Nott'ham Forest,48,65,50,100,38,53,30,50,40,50,50,50,50,67,80,80,80
2295,Nélson Semedo,DF,Wolves,69,78,50,90,46,100,50,50,50,50,60,72,60,100,50,50,50
2296,Antoine Semenyo,AT,Bournemouth,85,67,50,84,34,100,60,50,60,50,50,62,50,76,50,50,50
2297,Marvin Senaya,DF,Strasbourg,62,85,50,94,50,56,50,50,50,50,60,64,60,62,50,50,50
2298,Marcos Senesi,DF,Bournemouth,70,73,50,87,49,59,50,50,50,50,60,72,60,92,50,50,50
2299,Stefano Sensi,MD,Monza,81,83,50,94,64,50,50,50,50,50,50,56,50,52,50,50,50
2300,Suat Serdar,MD,Hellas Verona,85,79,50,81,66,71,50,50,50,50,50,62,50,63,50,50,50
2301,Sergi,DF,Leganés,71,88,50,93,53,65,50,50,50,50,60,100,60,100,50,50,50
2302,Nicolás Serrano,AT,Athletic Club,88,76,50,77,50,53,60,50,60,50,50,52,50,51,50,50,50
2303,Benjamin Šeško,AT,RB Leipzig,81,67,50,73,60,89,60,50,60,50,50,60,50,65,50,50,50
2304,Ryan Sessegnon,MD,Fulham,65,82,50,89,100,53,50,50,50,50,50,52,50,52,50,50,50
2305,Stephan El Shaarawy,MD,Roma,79,79,50,86,51,86,50,50,50,50,50,66,50,60,50,50,50
2306,Luke Shaw,DF,Manchester Utd,76,70,50,96,63,50,50,50,50,50,60,60,60,51,50,50,50
2307,Alen Sherri,GK,Cagliari,55,76,50,100,43,53,30,50,40,50,50,50,50,51,80,80,80
2308,Eldor Shomurodov,AT,Roma,79,75,50,78,100,71,60,50,60,50,50,50,50,52,50,50,50
2309,Djibril Sidibé,DF,Toulouse,72,81,50,89,57,89,50,50,50,50,60,82,60,92,50,50,50
2310,Armindo Sieb,AT,Mainz 05,87,85,50,78,42,74,60,50,60,50,50,52,50,57,50,50,50
2311,Vincent Sierro,MD,Toulouse,82,91,50,86,41,100,50,50,50,50,50,74,50,81,50,50,50
2312,Tim Siersleben,DF,Heidenheim,78,68,50,89,58,59,50,50,50,50,60,70,60,83,50,50,50
2313,Zain Silcott-Duberry,AT,Bournemouth,79,65,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
2314,Kiliann Sildillia,DF,Freiburg,79,72,50,83,65,59,50,50,50,50,60,66,60,75,50,50,50
2315,André Silva,AT,Werder Bremen,84,85,50,80,100,53,60,50,60,50,50,50,50,53,50,50,50
2316,André Silva,AT,RB Leipzig,71,70,50,75,100,59,60,50,60,50,50,52,50,52,50,50,50
2317,Bernardo Silva,AT,Manchester City,82,84,50,91,65,100,60,50,60,50,50,70,50,69,50,50,50
2318,Caio Henrique Oliveira Silva,DF,Monaco,63,87,50,90,40,100,50,50,50,50,60,70,60,82,50,50,50
2319,Fábio Silva,AT,Las Palmas,86,69,50,69,47,80,60,50,60,50,50,56,50,69,50,50,50
2320,Jota Silva,AT,Nott'ham Forest,71,72,50,77,33,89,60,50,60,50,50,70,50,65,50,50,50
2321,Eric da Silva Moreira,MD,Nott'ham Forest,79,83,50,85,50,50,50,50,50,50,50,52,50,50,50,50,50
2322,Rui Silva,GK,Betis,45,77,50,100,45,56,30,50,40,50,50,50,50,57,80,80,80
2323,Marco Silvestri,GK,Empoli,44,76,50,100,36,50,30,50,40,50,50,50,50,53,80,80,80
2324,Abdallah Sima,AT,Brest,73,69,50,77,85,77,60,50,60,50,50,52,50,59,50,50,50
2325,Mohamed Simakan,DF,RB Leipzig,64,86,50,78,100,59,50,50,50,50,60,60,60,50,50,50,50
2326,Giovanni Simeone,AT,Napoli,78,68,50,81,50,68,60,50,60,50,50,52,50,54,50,50,50
2327,Giuliano Simeone,MD,Atlético Madrid,64,91,50,87,33,95,50,50,50,50,50,66,50,58,50,50,50
2328,Moses Simon,AT,Nantes,82,82,50,78,44,100,60,50,60,50,50,68,50,62,50,50,50
2329,Unai Simón,GK,Athletic Club,52,77,50,100,43,50,30,50,40,50,50,50,50,56,80,80,80
2330,Xavi Simons,MD,RB Leipzig,85,83,50,87,58,100,50,50,50,50,50,66,50,62,50,50,50
2331,Jahmai Simpson-Pusey,DF,Manchester City,81,79,50,95,42,50,50,50,50,50,60,60,60,52,50,50,50
2332,Danel Sinani,AT,St. Pauli,69,73,50,88,32,68,60,50,60,50,50,52,50,57,50,50,50
2333,Lassine Sinayoko,AT,Auxerre,91,68,50,82,43,100,60,50,60,50,50,68,50,76,50,50,50
2334,Wilfried Singo,DF,Monaco,81,84,50,89,50,68,50,50,50,50,60,100,60,100,50,50,50
2335,Luis Sinisterra,AT,Bournemouth,78,85,50,90,100,74,60,50,60,50,50,50,50,56,50,50,50
2336,Daley Sinkgraven,DF,Las Palmas,75,81,50,100,14,53,50,50,50,50,60,60,60,52,50,50,50
2337,Tobias Sippel,GK,Gladbach,55,60,50,100,44,50,30,50,40,50,50,50,50,50,80,80,80
2338,Jailson Siqueira,MD,Celta Vigo,84,77,50,94,66,53,50,50,50,50,50,68,50,74,50,50,50
2339,Ayanda Sishuba,AT,Rennes,68,70,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
2340,Ibrahim Sissoko,AT,Saint-Étienne,85,76,50,75,63,71,60,50,60,50,50,54,50,63,50,50,50
2341,Ibrahima Sissoko,MD,Bochum,86,86,50,83,51,100,50,50,50,50,50,100,50,97,50,50,50
2342,Niama Sissoko,AT,Reims,86,78,50,100,100,50,60,50,60,50,50,50,50,50,50,50,50
2343,Antonio Sivera,GK,Alavés,61,77,50,100,45,53,30,50,40,50,50,50,50,63,80,80,80
2344,Tim Skarke,AT,Union Berlin,72,67,50,83,62,92,60,50,60,50,50,60,50,60,50,50,50
2345,Ellyes Skhiri,MD,Eint Frankfurt,82,83,50,92,66,95,50,50,50,50,50,94,50,81,50,50,50
2346,Oliver Skipp,MD,Leicester City,87,81,50,87,58,74,50,50,50,50,50,66,50,60,50,50,50
2347,Leo Skiri Østigård,DF,Rennes,62,84,50,87,60,56,50,50,50,50,60,80,60,100,50,50,50
2348,Leo Skiri Østigård,DF,Hoffenheim,58,75,50,80,45,50,50,50,50,50,60,60,60,86,50,50,50
2349,Łukasz Skorupski,GK,Bologna,45,60,50,100,49,50,30,50,40,50,50,50,50,56,80,80,80
2350,Andreas Skov Olsen,AT,Wolfsburg,71,77,50,82,57,80,60,50,60,50,50,52,50,56,50,50,50
2351,Robert Skov,MD,Union Berlin,87,86,50,85,43,100,50,50,50,50,50,66,50,59,50,50,50
2352,Milan Škriniar,DF,Paris S-G,66,87,50,97,80,53,50,50,50,50,60,60,60,66,50,50,50
2353,Steven Skrzybski,AT,Holstein Kiel,74,67,50,81,40,86,60,50,60,50,50,68,50,54,50,50,50
2354,Naatan Skyttä,AT,Toulouse,87,76,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
2355,William Smallbone,MD,Southampton,70,89,50,86,33,77,50,50,50,50,50,54,50,62,50,50,50
2356,Adam Smith,DF,Bournemouth,61,77,50,87,38,59,50,50,50,50,60,72,60,87,50,50,50
2357,Eric Smith,MD,St. Pauli,71,91,50,90,53,100,50,50,50,50,50,100,50,100,50,50,50
2358,Justin Smith,MD,Espanyol,66,87,50,64,33,53,50,50,50,50,50,58,50,53,50,50,50
2359,Emile Smith Rowe,MD,Fulham,73,86,50,92,70,100,50,50,50,50,50,66,50,61,50,50,50
2360,Ivan Smolčić,DF,Como,59,73,50,88,60,53,50,50,50,50,60,68,60,69,50,50,50
2361,Eduard Sobol,DF,Strasbourg,61,85,50,100,100,50,50,50,50,50,60,60,60,61,50,50,50
2362,Simon Sohm,MD,Parma,81,76,50,90,63,100,50,50,50,50,50,90,50,80,50,50,50
2363,Alex Sola,AT,Getafe,74,74,50,80,31,77,60,50,60,50,50,64,50,61,50,50,50
2364,Dominic Solanke,AT,Tottenham,75,85,50,73,62,86,60,50,60,50,50,50,50,68,50,50,50
2365,Ola Solbakken,AT,Empoli,73,84,50,70,50,71,60,50,60,50,50,54,50,58,50,50,50
2366,Carlos Soler,AT,West Ham,83,85,50,94,54,83,60,50,60,50,50,60,50,62,50,50,50
2367,Oumar Solet,DF,Udinese,62,80,50,93,71,68,50,50,50,50,60,68,60,79,50,50,50
2368,Jhon Solis,MD,Girona,78,90,50,95,63,56,50,50,50,50,50,58,50,56,50,50,50
2369,Yann Sommer,GK,Inter,43,60,50,100,65,50,30,50,40,50,50,50,50,56,80,80,80
2370,David Soria,GK,Getafe,50,77,50,100,41,50,30,50,40,50,50,52,50,62,80,80,80
2371,Juan Soriano,GK,Leganés,40,76,50,100,34,50,30,50,40,50,50,50,50,52,80,80,80
2372,Borna Sosa,DF,Torino,71,71,50,88,54,83,50,50,50,50,60,78,60,83,50,50,50
2373,Ramón Sosa,AT,Nott'ham Forest,86,82,50,66,71,71,60,50,60,50,50,56,50,54,50,50,50
2374,Hugo Sotelo,MD,Celta Vigo,70,95,50,95,58,98,50,50,50,50,50,58,50,57,50,50,50
2375,Florian Sotoca,AT,Lens,70,65,50,82,63,95,60,50,60,50,50,68,50,73,50,50,50
2376,Riccardo Sottil,AT,Fiorentina,82,68,50,81,31,86,60,50,60,50,50,58,50,53,50,50,50
2377,Riccardo Sottil,AT,Milan,86,79,50,94,50,56,60,50,60,50,50,50,50,50,50,50,50
2378,Tomáš Souček,MD,West Ham,87,76,50,79,71,89,50,50,50,50,50,76,50,100,50,50,50
2379,Matìas Soulé,AT,Roma,74,83,50,91,59,100,60,50,60,50,50,58,50,59,50,50,50
2380,Boubakary Soumaré,MD,Leicester City,77,79,50,92,66,77,50,50,50,50,50,90,50,68,50,50,50
2381,Issa Soumaré,AT,Le Havre,88,72,50,71,40,89,60,50,60,50,50,62,50,69,50,50,50
2382,Djibril Sow,MD,Sevilla,73,87,50,90,72,92,50,50,50,50,50,80,50,65,50,50,50
2383,Saidou Sow,DF,Strasbourg,60,88,50,94,51,56,50,50,50,50,60,80,60,87,50,50,50
2384,Saidou Sow,DF,Nantes,73,78,50,96,40,53,50,50,50,50,60,66,60,79,50,50,50
2385,Djed Spence,DF,Tottenham,68,80,50,94,48,74,50,50,50,50,60,70,60,78,50,50,50
2386,Leonardo Spinazzola,AT,Napoli,90,66,50,91,56,95,60,50,60,50,50,56,50,70,50,50,50
2387,Marco Sportiello,GK,Milan,60,72,50,100,83,50,30,50,40,50,50,50,50,51,80,80,80
2388,Anton Stach,MD,Hoffenheim,69,89,50,89,60,100,50,50,50,50,50,100,50,100,50,50,50
2389,Jens Stage,MD,Werder Bremen,69,84,50,84,54,95,50,50,50,50,50,84,50,80,50,50,50
2390,Josip Stanišić,DF,Bayern Munich,61,77,50,92,50,56,50,50,50,50,60,60,60,61,50,50,50
2391,Filip Stankovic,GK,Venezia,45,76,50,100,41,50,30,50,40,50,50,50,50,61,80,80,80
2392,Jay Stansfield,MD,Fulham,81,78,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2393,Carl Starfelt,DF,Celta Vigo,63,82,50,95,77,65,50,50,50,50,60,100,60,100,50,50,50
2394,Niklas Stark,DF,Werder Bremen,69,69,50,87,64,53,50,50,50,50,60,94,60,100,50,50,50
2395,Lucas Stassin,AT,Saint-Étienne,86,85,50,83,52,89,60,50,60,50,50,54,50,55,50,50,50
2396,Jason Steele,GK,Brighton,44,68,50,100,65,50,30,50,40,50,50,50,50,51,80,80,80
2397,Orri Steinn Óskarsson,AT,Real Sociedad,85,74,50,67,50,62,60,50,60,50,50,54,50,58,50,50,50
2398,Pascal Stenzel,DF,Stuttgart,64,81,50,94,59,50,50,50,50,50,60,60,60,54,50,50,50
2399,Jack Stephens,DF,Southampton,64,82,50,93,80,56,50,50,50,50,60,60,60,83,50,50,50
2400,Leonidas Stergiou,DF,Stuttgart,60,71,50,93,50,56,50,50,50,50,60,64,60,68,50,50,50
2401,Raheem Sterling,AT,Arsenal,79,76,50,85,66,65,60,50,60,50,50,52,50,52,50,50,50
2402,Enzo Sternal,AT,Marseille,78,70,50,100,50,53,60,50,60,50,50,50,50,50,50,50,50
2403,Finley Stevens,DF,St. Pauli,76,80,50,100,50,50,50,50,50,50,60,60,60,50,50,50,50
2404,Ross Stewart,AT,Southampton,84,73,50,84,50,50,60,50,60,50,50,50,50,54,50,50,50
2405,Angelo Stiller,MD,Stuttgart,63,85,50,93,65,100,50,50,50,50,50,92,50,95,50,50,50
2406,Kevin Stöger,AT,Gladbach,70,71,50,90,54,100,60,50,60,50,50,70,50,71,50,50,50
2407,Stoichkov,AT,Alavés,85,81,50,74,42,71,60,50,60,50,50,52,50,57,50,50,50
2408,Petar Stojanović,MD,Empoli,66,80,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
2409,Jakub Stolarczyk,GK,Leicester City,53,80,50,100,45,50,30,50,40,50,50,50,50,55,80,80,80
2410,John Stones,MD,Manchester City,75,80,50,94,77,56,50,50,50,50,50,58,50,69,50,50,50
2411,Jørgen Strand Larsen,AT,Wolves,71,74,50,68,76,98,60,50,60,50,50,58,50,71,50,50,50
2412,Gabriel Strefezza,AT,Como,68,70,50,89,51,100,60,50,60,50,50,68,50,72,50,50,50
2413,Cristhian Stuani,AT,Girona,78,72,50,81,50,62,60,50,60,50,50,58,50,55,50,50,50
2414,Álex Suárez,DF,Las Palmas,72,88,50,95,50,59,50,50,50,50,60,64,60,100,50,50,50
2415,Denis Suárez,MD,Villarreal,81,85,50,85,38,74,50,50,50,50,50,52,50,51,50,50,50
2416,Gabriel Suazo,DF,Toulouse,62,72,50,88,45,100,50,50,50,50,60,100,60,83,50,50,50
2417,Luka Sučić,MD,Real Sociedad,85,80,50,90,64,100,50,50,50,50,50,74,50,62,50,50,50
2418,Yukinari Sugawara,DF,Southampton,71,68,50,88,50,100,50,50,50,50,60,70,60,95,50,50,50
2419,Niklas Süle,DF,Dortmund,73,83,50,95,72,53,50,50,50,50,60,60,60,79,50,50,50
2420,Ibrahim Sulemana,MD,Atalanta,75,89,50,88,100,50,50,50,50,50,50,50,50,51,50,50,50
2421,Kamaldeen Sulemana,AT,Southampton,69,71,50,88,42,65,60,50,60,50,50,56,50,53,50,50,50
2422,Crysencio Summerville,AT,West Ham,83,66,50,84,50,100,60,50,60,50,50,50,50,57,50,50,50
2423,Tomáš Suslov,AT,Hellas Verona,84,67,50,85,58,100,60,50,60,50,50,70,50,61,50,50,50
2424,Suso,AT,Sevilla,72,80,50,90,47,77,60,50,60,50,50,50,50,50,50,50,50
2425,Zion Suzuki,GK,Parma,43,80,50,98,37,50,30,50,40,50,50,50,50,71,80,80,80
2426,Mattias Svanberg,MD,Wolfsburg,84,93,50,83,34,89,50,50,50,50,50,74,50,75,50,50,50
2427,Daniel Svensson,DF,Dortmund,78,84,50,95,42,50,50,50,50,50,60,60,60,55,50,50,50
2428,Marin Šverko,DF,Venezia,77,72,50,90,56,56,50,50,50,50,60,82,60,92,50,50,50
2429,Mile Svilar,GK,Roma,41,70,50,100,46,50,30,50,40,50,50,50,50,56,80,80,80
2430,Michael Svoboda,DF,Venezia,82,84,50,90,51,65,50,50,50,50,60,94,60,100,50,50,50
2431,Williot Swedberg,AT,Celta Vigo,84,71,50,80,66,83,60,50,60,50,50,56,50,58,50,50,50
2432,Abakar Sylla,DF,Strasbourg,73,69,50,91,50,50,50,50,50,50,60,70,60,97,50,50,50
2433,Issiaga Sylla,DF,Montpellier,61,83,50,85,63,62,50,50,50,50,60,68,60,79,50,50,50
2434,Mamadou Sylla,AT,Valladolid,73,69,50,73,58,80,60,50,60,50,50,52,50,60,50,50,50
2435,Wojciech Szczęsny,GK,Barcelona,43,75,50,100,56,50,30,50,40,50,50,50,50,55,80,80,80
2436,Sammie Szmodics,AT,Ipswich Town,87,79,50,87,51,62,60,50,60,50,50,62,50,64,50,50,50
2437,Dominik Szoboszlai,MD,Liverpool,70,81,50,88,71,100,50,50,50,50,50,68,50,63,50,50,50
2438,Alexander Sørloth,AT,Atlético Madrid,68,72,50,63,66,77,60,50,60,50,50,52,50,70,50,50,50
2439,Musa Al-Taamari,AT,Montpellier,89,69,50,84,84,86,60,50,60,50,50,56,50,53,50,50,50
2440,Musa Al-Taamari,AT,Rennes,81,71,50,93,100,68,60,50,60,50,50,52,50,50,50,50,50
2441,Haris Tabakovic,AT,Hoffenheim,83,75,50,64,100,62,60,50,60,50,50,52,50,59,50,50,50
2442,Nicolás Tagliafico,DF,Lyon,60,83,50,91,66,59,50,50,50,50,60,100,60,87,50,50,50
2443,Jonathan Tah,DF,Leverkusen,70,69,50,95,76,59,50,50,50,50,60,100,60,100,50,50,50
2444,Adrien Tameze,MD,Torino,67,83,50,85,72,68,50,50,50,50,50,70,50,57,50,50,50
2445,Renato Tapia,MD,Leganés,76,76,50,86,53,62,50,50,50,50,50,80,50,100,50,50,50
2446,Edmond Tapsoba,DF,Leverkusen,73,84,50,94,54,59,50,50,50,50,60,94,60,100,50,50,50
2447,Florian Tardieu,MD,Saint-Étienne,71,94,50,92,61,80,50,50,50,50,50,64,50,57,50,50,50
2448,Mehdi Taremi,AT,Inter,82,85,50,90,50,86,60,50,60,50,50,50,50,60,50,50,50
2449,Matt Targett,DF,Newcastle Utd,60,79,50,100,50,50,50,50,50,50,60,60,60,51,50,50,50
2450,Oussama Targhalline,MD,Le Havre,69,86,50,87,60,68,50,50,50,50,50,88,50,64,50,50,50
2451,James Tarkowski,DF,Everton,59,73,50,85,63,92,50,50,50,50,60,100,60,100,50,50,50
2452,César Tárrega,DF,Valencia,63,85,50,90,50,56,50,50,50,50,60,84,60,100,50,50,50
2453,Nuno Tavares,DF,Lazio,68,81,50,89,47,100,50,50,50,50,60,88,60,88,50,50,50
2454,Marcus Tavernier,AT,Bournemouth,77,71,50,86,42,100,60,50,60,50,50,58,50,60,50,50,50
2455,Charlie Taylor,DF,Southampton,67,84,50,94,70,53,50,50,50,50,60,60,60,72,50,50,50
2456,Jack Taylor,MD,Ipswich Town,64,78,50,88,60,65,50,50,50,50,50,58,50,63,50,50,50
2457,Loum Tchaouna,AT,Lazio,86,82,50,82,39,80,60,50,60,50,50,56,50,57,50,50,50
2458,Jackson Tchatchoua,MD,Hellas Verona,65,87,50,87,39,100,50,50,50,50,50,68,50,100,50,50,50
2459,Enzo Tchato,DF,Montpellier,67,77,50,85,50,92,50,50,50,50,60,94,60,100,50,50,50
2460,Aurélien Tchouaméni,MD,Real Madrid,79,88,50,95,77,62,50,50,50,50,50,100,50,97,50,50,50
2461,Álvaro Tejero,MD,Espanyol,75,77,50,88,39,100,50,50,50,50,50,72,50,79,50,50,50
2462,Martín Tejón,MD,Valencia,81,95,50,83,50,53,50,50,50,50,50,50,50,50,50,50,50
2463,Mathys Tel,AT,Tottenham,83,82,50,80,50,53,60,50,60,50,50,50,50,51,50,50,50
2464,Mathys Tel,AT,Bayern Munich,81,66,50,87,57,53,60,50,60,50,50,52,50,51,50,50,50
2465,Nathan Tella,AT,Leverkusen,73,66,50,87,58,83,60,50,60,50,50,58,50,53,50,50,50
2466,Nahuel Tenaglia,DF,Alavés,64,79,50,83,35,86,50,50,50,50,60,100,60,100,50,50,50
2467,Casper Tengstedt,AT,Hellas Verona,83,76,50,79,46,80,60,50,60,50,50,56,50,77,50,50,50
2468,Marc-André ter Stegen,GK,Barcelona,53,75,50,100,74,50,30,50,40,50,50,50,50,52,80,80,80
2469,Filippo Terracciano,MD,Milan,83,90,50,90,62,56,50,50,50,50,50,62,50,61,50,50,50
2470,Pietro Terracciano,GK,Fiorentina,62,74,50,100,36,50,30,50,40,50,50,50,50,50,80,80,80
2471,Ramón Terrats,AT,Villarreal,72,71,50,96,58,53,60,50,60,50,50,54,50,53,50,50,50
2472,Ramón Terrats,MD,Getafe,63,93,50,82,30,62,50,50,50,50,50,50,50,58,50,50,50
2473,Martin Terrier,AT,Leverkusen,72,71,50,90,66,74,60,50,60,50,50,52,50,51,50,50,50
2474,Tanner Tessmann,MD,Lyon,85,90,50,91,63,59,50,50,50,50,50,68,50,67,50,50,50
2475,Kenny Tete,DF,Fulham,72,79,50,91,63,65,50,50,50,50,60,100,60,86,50,50,50
2476,Teddy Teuma,MD,Reims,87,83,50,90,53,89,50,50,50,50,50,74,50,58,50,50,50
2477,Jordan Teze,DF,Monaco,69,79,50,88,62,74,50,50,50,50,60,60,60,58,50,50,50
2478,Florian Thauvin,AT,Udinese,78,82,50,82,49,100,60,50,60,50,50,64,50,60,50,50,50
2479,Arthur Theate,DF,Eint Frankfurt,79,77,50,94,56,74,50,50,50,50,60,100,60,100,50,50,50
2480,Norman Theuerkauf,MD,Heidenheim,66,85,50,88,100,50,50,50,50,50,50,50,50,50,50,50,50
2481,Thiago,AT,Brentford,69,73,50,70,75,56,60,50,60,50,50,54,50,52,50,50,50
2482,Malick Thiaw,DF,Milan,60,79,50,95,80,62,50,50,50,50,60,78,60,100,50,50,50
2483,Denis Thomalla,MD,Heidenheim,86,88,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2484,Luke Thomas,DF,Leicester City,82,68,50,94,30,53,50,50,50,50,60,60,60,53,50,50,50
2485,Sorba Thomas,AT,Nantes,83,66,50,84,37,100,60,50,60,50,50,54,50,64,50,50,50
2486,Adrien Thomasson,MD,Lens,80,90,50,87,64,100,50,50,50,50,50,82,50,73,50,50,50
2487,Morten Thorsby,MD,Genoa,65,85,50,75,64,100,50,50,50,50,50,58,50,71,50,50,50
2488,Khéphren Thuram,MD,Juventus,68,83,50,92,66,100,50,50,50,50,50,64,50,78,50,50,50
2489,Marcus Thuram,AT,Inter,91,66,50,75,66,100,60,50,60,50,50,56,50,62,50,50,50
2490,Youri Tielemans,MD,Aston Villa,78,94,50,89,52,100,50,50,50,50,50,92,50,86,50,50,50
2491,Kieran Tierney,AT,Arsenal,74,67,50,90,40,56,60,50,60,50,50,52,50,52,50,50,50
2492,Phillip Tietz,AT,Augsburg,70,66,50,68,33,100,60,50,60,50,50,58,50,72,50,50,50
2493,Jurriën Timber,DF,Arsenal,64,87,50,90,53,95,50,50,50,50,60,88,60,89,50,50,50
2494,Jean-Clair Todibo,DF,West Ham,61,78,50,92,52,56,50,50,50,50,60,74,60,100,50,50,50
2495,Harry Toffolo,DF,Nott'ham Forest,82,82,50,90,50,50,50,50,50,50,60,60,60,57,50,50,50
2496,Umut Tohumcu,MD,Hoffenheim,77,84,50,88,42,56,50,50,50,50,50,56,50,56,50,50,50
2497,Corentin Tolisso,MD,Lyon,71,92,50,88,67,100,50,50,50,50,50,78,50,83,50,50,50
2498,John Tolkin,AT,Holstein Kiel,81,70,50,82,46,56,60,50,60,50,50,52,50,62,50,50,50
2499,Rafael Tolói,DF,Atalanta,72,75,50,93,62,59,50,50,50,50,60,64,60,56,50,50,50
2500,Tiago Tomás,AT,Wolfsburg,81,73,50,76,50,100,60,50,60,50,50,62,50,67,50,50,50
2501,Takehiro Tomiyasu,DF,Arsenal,79,75,50,100,50,50,50,50,50,50,60,60,60,51,50,50,50
2502,Fikayo Tomori,DF,Milan,80,78,50,96,64,65,50,50,50,50,60,72,60,86,50,50,50
2503,Sandro Tonali,MD,Newcastle Utd,65,81,50,90,55,77,50,50,50,50,50,94,50,71,50,50,50
2504,Pablo Torre,AT,Barcelona,78,71,50,88,50,65,60,50,60,50,50,52,50,54,50,50,50
2505,David Torres,DF,Valladolid,73,75,50,94,48,53,50,50,50,50,60,70,60,100,50,50,50
2506,Ferrán Torres,AT,Barcelona,82,79,50,84,33,80,60,50,60,50,50,52,50,52,50,50,50
2507,Pau Torres,DF,Aston Villa,79,80,50,94,50,53,50,50,50,50,60,62,60,99,50,50,50
2508,Lucas Torró,MD,Osasuna,72,89,50,78,50,68,50,50,50,50,50,100,50,93,50,50,50
2509,Lorenzo Tosto,DF,Empoli,76,71,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50
2510,Abdoulaye Touré,MD,Le Havre,87,78,50,85,73,59,50,50,50,50,50,100,50,80,50,50,50
2511,Bazoumana Touré,AT,Hoffenheim,76,70,50,50,50,53,60,50,60,50,50,56,50,50,50,50,50
2512,Birama Touré,MD,Montpellier,83,89,50,84,55,59,50,50,50,50,50,62,50,57,50,50,50
2513,Ousmane Toure,DF,Lille,79,76,50,50,50,50,50,50,50,50,60,60,60,52,50,50,50
2514,Souleymane Touré,DF,Udinese,67,81,50,93,77,56,50,50,50,50,60,68,60,67,50,50,50
2515,Lucas Tousart,MD,Union Berlin,70,90,50,78,33,56,50,50,50,50,50,58,50,67,50,50,50
2516,Conor Townsend,DF,Ipswich Town,68,85,50,94,20,59,50,50,50,50,60,60,60,57,50,50,50
2517,Adama Traoré,AT,Fulham,97,83,50,80,58,100,60,50,60,50,50,52,50,54,50,50,50
2518,Hamari Traoré,DF,Real Sociedad,60,88,50,90,64,56,50,50,50,50,60,60,60,61,50,50,50
2519,Omar Traoré,DF,Heidenheim,69,75,50,83,46,98,50,50,50,50,60,78,60,95,50,50,50
2520,Kevin Trapp,GK,Eint Frankfurt,50,75,50,100,36,50,30,50,40,50,50,50,50,57,80,80,80
2521,Mark Travers,GK,Bournemouth,52,64,50,100,51,50,30,50,40,50,50,50,50,55,80,80,80
2522,Óscar Trejo,AT,Rayo Vallecano,78,70,50,91,66,65,60,50,60,50,50,56,50,53,50,50,50
2523,Philipp Treu,MD,St. Pauli,78,79,50,89,48,98,50,50,50,50,50,80,50,100,50,50,50
2524,Ryan Trevitt,MD,Brentford,81,83,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2525,Christopher Trimmel,MD,Union Berlin,68,82,50,85,43,100,50,50,50,50,50,72,50,93,50,50,50
2526,Kieran Trippier,DF,Newcastle Utd,82,84,50,94,43,68,50,50,50,50,60,64,60,70,50,50,50
2527,Leandro Trossard,AT,Arsenal,90,79,50,84,54,100,60,50,60,50,50,68,50,66,50,50,50
2528,Adrien Truffert,MD,Rennes,85,80,50,88,47,98,50,50,50,50,50,92,50,93,50,50,50
2529,Kostas Tsimikas,DF,Liverpool,71,86,50,94,52,71,50,50,50,50,60,64,60,66,50,50,50
2530,Viktor Tsyhankov,AT,Girona,70,71,50,88,48,98,60,50,60,50,50,66,50,58,50,50,50
2531,Axel Tuanzebe,DF,Ipswich Town,81,87,50,90,56,62,50,50,50,50,60,84,60,85,50,50,50
2532,Stefano Turati,GK,Monza,59,79,50,99,45,50,30,50,40,50,50,50,50,65,80,80,80
2533,Beñat Turrientes,MD,Real Sociedad,77,77,50,89,59,56,50,50,50,50,50,58,50,59,50,50,50
2534,Tuta,MD,Eint Frankfurt,75,78,50,94,54,59,50,50,50,50,50,100,50,100,50,50,50
2535,Chrisantus Uche,AT,Getafe,84,84,50,74,38,100,60,50,60,50,50,60,50,65,50,50,50
2536,Destiny Udogie,DF,Tottenham,71,76,50,92,78,89,50,50,50,50,60,84,60,76,50,50,50
